ts_iso,symbol,action,side,price,qty,reason,pnl_usdt
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00917000,27262.81352236,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00925093,27262.81352236,,2.20624318
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00922000,27174.78967419,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00922092,27174.78967419,,0.02505516
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00923000,27146.02649893,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00924092,27146.02649893,,0.29654319
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00923000,27154.05854642,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00924092,27154.05854642,,0.29663094
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00924000,27132.69676595,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00922092,27132.69676595,,-0.51763759
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00921000,27207.02591967,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00921092,27207.02591967,,0.02505767
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00923000,27148.75115253,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00926093,27148.75115253,,0.83960228
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00929000,26996.00362835,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00929093,26996.00362835,,0.02507929
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00927000,27054.92378956,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00925093,27054.92378956,,-0.51607267
2025-08-25T02:46:04+00:00,BTC/USDT,ENTER,LONG,0.00924000,27128.80144604,smart_limit_entry,
2025-08-25T02:46:04+00:00,BTC/USDT,EXIT,LONG,0.00929093,27128.80144604,,1.38164273
2025-08-25T02:46:05+00:00,BTC/USDT,ENTER,LONG,0.00927000,27078.26710287,smart_limit_entry,
2025-08-25T02:46:05+00:00,BTC/USDT,EXIT,LONG,0.00928093,27078.26710287,,0.29591130
2025-08-25T02:46:05+00:00,BTC/USDT,ENTER,LONG,0.00929000,27027.93475450,smart_limit_entry,
2025-08-25T02:46:05+00:00,BTC/USDT,EXIT,LONG,0.00926093,27027.93475450,,-0.78581018
2025-08-25T02:46:05+00:00,BTC/USDT,ENTER,LONG,0.00925000,27123.57419736,smart_limit_entry,
