ts_iso,symbol,action,side,price,qty,reason,pnl_usdt
2025-08-25T02:28:22+00:00,BTC/USDT,ENTER,LONG,0.00917000,5452.56270447,smart_limit_entry,
2025-08-25T02:28:22+00:00,BTC/USDT,EXIT,LONG,0.00925093,5452.56270447,,0.44124864
2025-08-25T02:28:22+00:00,BTC/USDT,ENTER,LONG,0.00922000,5425.38638089,smart_limit_entry,
2025-08-25T02:28:22+00:00,BTC/USDT,EXIT,LONG,0.00922092,5425.38638089,,0.00500221
2025-08-25T02:28:22+00:00,BTC/USDT,ENTER,LONG,0.00923000,5419.53548669,smart_limit_entry,
2025-08-25T02:28:22+00:00,BTC/USDT,EXIT,LONG,0.00924092,5419.53548669,,0.05920301
2025-08-25T02:28:22+00:00,BTC/USDT,ENTER,LONG,0.00923000,5419.85619636,smart_limit_entry,
2025-08-25T02:28:22+00:00,BTC/USDT,EXIT,LONG,0.00924092,5419.85619636,,0.05920651
2025-08-25T02:28:22+00:00,BTC/USDT,ENTER,LONG,0.00924000,5414.31093267,smart_limit_entry,
2025-08-25T02:28:22+00:00,BTC/USDT,EXIT,LONG,0.00922092,5414.31093267,,-0.10329422
2025-08-25T02:28:22+00:00,BTC/USDT,ENTER,LONG,0.00921000,5431.38635252,smart_limit_entry,
2025-08-25T02:28:22+00:00,BTC/USDT,EXIT,LONG,0.00921092,5431.38635252,,0.00500231
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00923000,5419.64446609,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00926093,5419.64446609,,0.16760792
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00929000,5385.54346806,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00929093,5385.54346806,,0.00500317
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00927000,5397.18974938,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00925093,5397.18974938,,-0.10295139
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00924000,5414.15599643,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00929093,5414.15599643,,0.27573755
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00927000,5398.12171355,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00928093,5398.12171355,,0.05899067
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00929000,5386.81784912,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00926093,5386.81784912,,-0.15661634
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00925000,5409.26562175,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00927093,5409.26562175,,0.11319970
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00926000,5404.03531169,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00924092,5404.03531169,,-0.10308738
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00925000,5409.32028296,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00928093,5409.32028296,,0.16729946
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00927000,5398.55205936,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00929093,5398.55205936,,0.11298630
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00931000,5375.96422181,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00929093,5375.96422181,,-0.10252501
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00928000,5392.79101879,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00925093,5392.79101879,,-0.15679540
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00926000,5403.59188817,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00925093,5403.59188817,,-0.04903760
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00933000,5362.78767466,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00933093,5362.78767466,,0.00500348
2025-08-25T02:28:23+00:00,BTC/USDT,ENTER,LONG,0.00934000,5357.07271720,smart_limit_entry,
2025-08-25T02:28:23+00:00,BTC/USDT,EXIT,LONG,0.00936094,5357.07271720,,0.11215567
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00930000,5380.71687768,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00936094,5380.71687768,,0.32787936
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00934000,5359.42836516,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00936094,5359.42836516,,0.11220499
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00936000,5348.57598079,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00935094,5348.57598079,,-0.04848484
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00935000,5354.03710568,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00938094,5354.03710568,,0.16564320
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00939000,5332.11172504,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00940094,5332.11172504,,0.05833330
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00939000,5332.42233900,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00940094,5332.42233900,,0.05833670
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00940000,5327.05985088,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00941094,5327.05985088,,0.05828336
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00937000,5344.42654924,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00937094,5344.42654924,,0.00500773
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00937000,5344.45327137,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00938094,5344.45327137,,0.05845763
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00937000,5344.76521176,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00939094,5344.76521176,,0.11191404
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00939000,5333.97718170,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00937094,5333.97718170,,-0.10168161
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00939000,5333.43574609,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00940094,5333.43574609,,0.05834779
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00936000,5350.84177833,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00941094,5350.84177833,,0.27257723
2025-08-25T02:28:24+00:00,BTC/USDT,ENTER,LONG,0.00942000,5318.20678415,smart_limit_entry,
2025-08-25T02:28:24+00:00,BTC/USDT,EXIT,LONG,0.00942094,5318.20678415,,0.00500975
2025-08-25T02:28:25+00:00,BTC/USDT,ENTER,LONG,0.00937000,5346.61242201,smart_limit_entry,
2025-08-25T02:28:25+00:00,BTC/USDT,EXIT,LONG,0.00940094,5346.61242201,,0.16542419
2025-08-25T02:28:25+00:00,BTC/USDT,ENTER,LONG,0.00934000,5364.67126378,smart_limit_entry,
2025-08-25T02:28:25+00:00,BTC/USDT,EXIT,LONG,0.00934093,5364.67126378,,0.00501060
2025-08-25T02:28:25+00:00,BTC/USDT,ENTER,LONG,0.00932000,5376.21031479,smart_limit_entry,
2025-08-25T02:28:25+00:00,BTC/USDT,EXIT,LONG,0.00932093,5376.21031479,,0.00501063
2025-08-25T02:28:25+00:00,BTC/USDT,ENTER,LONG,0.00932000,5376.23719584,smart_limit_entry,
2025-08-25T02:28:25+00:00,BTC/USDT,EXIT,LONG,0.00933093,5376.23719584,,0.05877840
2025-08-25T02:28:25+00:00,BTC/USDT,ENTER,LONG,0.00938000,5342.16093660,smart_limit_entry,
2025-08-25T02:28:25+00:00,BTC/USDT,EXIT,LONG,0.00956096,5342.16093660,,0.96669607
2025-08-25T02:28:26+00:00,BTC/USDT,ENTER,LONG,0.00946000,5302.09348721,smart_limit_entry,
2025-08-25T02:28:26+00:00,BTC/USDT,EXIT,LONG,0.00970097,5302.09348721,,1.27764547
2025-08-25T02:28:26+00:00,BTC/USDT,ENTER,LONG,0.00951000,5280.93445451,smart_limit_entry,
2025-08-25T02:28:26+00:00,BTC/USDT,EXIT,LONG,0.00964096,5280.93445451,,0.69161230
2025-08-25T02:28:26+00:00,BTC/USDT,ENTER,LONG,0.00965000,5207.90334481,smart_limit_entry,
2025-08-25T02:28:26+00:00,BTC/USDT,EXIT,LONG,0.00966097,5207.90334481,,0.05710987
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00966000,5202.80774025,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00966097,5202.80774025,,0.00502591
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00977000,5144.25527803,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00966097,5144.25527803,,-0.56089873
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00976000,5146.65257478,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00973097,5146.65257478,,-0.14939188
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00969000,5183.06083960,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00967097,5183.06083960,,-0.09864920
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00970000,5177.20897689,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00972097,5177.20897689,,0.10857643
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00958000,5242.62587653,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00963096,5242.62587653,,0.26717994
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00961000,5227.64983291,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00963096,5227.64983291,,0.10958722
2025-08-25T02:28:27+00:00,BTC/USDT,ENTER,LONG,0.00965000,5206.54862751,smart_limit_entry,
2025-08-25T02:28:27+00:00,BTC/USDT,EXIT,LONG,0.00973097,5206.54862751,,0.42158986
2025-08-25T02:28:28+00:00,BTC/USDT,ENTER,LONG,0.00991000,5072.07605939,smart_limit_entry,
2025-08-25T02:28:28+00:00,BTC/USDT,EXIT,LONG,0.00956096,5072.07605939,,-1.77037772
2025-08-25T02:28:28+00:00,BTC/USDT,ENTER,LONG,0.00954000,5259.51308834,smart_limit_entry,
2025-08-25T02:28:28+00:00,BTC/USDT,EXIT,LONG,0.00950095,5259.51308834,,-0.20538399
2025-08-25T02:28:29+00:00,BTC/USDT,ENTER,LONG,0.00955000,5252.93043596,smart_limit_entry,
2025-08-25T02:28:29+00:00,BTC/USDT,EXIT,LONG,0.00962096,5252.93043596,,0.37275845
2025-08-25T02:28:29+00:00,BTC/USDT,ENTER,LONG,0.00964000,5205.82194875,smart_limit_entry,
2025-08-25T02:28:29+00:00,BTC/USDT,EXIT,LONG,0.00964096,5205.82194875,,0.00501841
2025-08-25T02:28:29+00:00,BTC/USDT,ENTER,LONG,0.00957000,5243.92628073,smart_limit_entry,
2025-08-25T02:28:29+00:00,BTC/USDT,EXIT,LONG,0.00958096,5243.92628073,,0.05746294
2025-08-25T02:28:29+00:00,BTC/USDT,ENTER,LONG,0.00961000,5222.39829904,smart_limit_entry,
2025-08-25T02:28:29+00:00,BTC/USDT,EXIT,LONG,0.00963096,5222.39829904,,0.10947714
2025-08-25T02:28:29+00:00,BTC/USDT,ENTER,LONG,0.00962000,5217.53861856,smart_limit_entry,
2025-08-25T02:28:29+00:00,BTC/USDT,EXIT,LONG,0.00964096,5217.53861856,,0.10938048
2025-08-25T02:28:29+00:00,BTC/USDT,ENTER,LONG,0.00962000,5218.10712417,smart_limit_entry,
